ticket,magic,symbol,direction,volume,open_price,close_price,open_time,close_time,profit,commission,swap,comment
300131402,0,XAUUSD.pc,BUY,0.01,4250.29000,4250.29000,2026.06.18 17:39:08,2026.06.18 17:39:08,0.00,-0.03,0.00,
300131610,0,XAUUSD.pc,BUY,0.01,4250.11000,4250.11000,2026.06.18 17:39:14,2026.06.18 17:39:14,0.00,-0.03,0.00,
300133212,0,XAUUSD.pc,SELL,0.01,4251.39000,4251.39000,2026.06.18 17:39:48,2026.06.18 17:39:48,2.31,-0.03,0.00,[tp 4251.36]
300133217,0,XAUUSD.pc,SELL,0.01,4251.39000,4251.39000,2026.06.18 17:39:48,2026.06.18 17:39:48,2.30,-0.03,0.00,[tp 4251.36]
300133221,0,XAUUSD.pc,SELL,0.01,4251.39000,4251.39000,2026.06.18 17:39:48,2026.06.18 17:39:48,1.10,-0.03,0.00,[tp 4251.36]
300133225,0,XAUUSD.pc,SELL,0.01,4251.39000,4251.39000,2026.06.18 17:39:48,2026.06.18 17:39:48,0.76,-0.03,0.00,[tp 4251.36]
300133256,0,XAUUSD.pc,SELL,0.01,4251.32000,4251.32000,2026.06.18 17:39:48,2026.06.18 17:39:48,1.34,-0.03,0.00,[tp 4251.36]
300133264,0,XAUUSD.pc,SELL,0.01,4251.32000,4251.32000,2026.06.18 17:39:48,2026.06.18 17:39:48,0.70,-0.03,0.00,[tp 4251.36]
300133266,0,XAUUSD.pc,SELL,0.01,4251.32000,4251.32000,2026.06.18 17:39:48,2026.06.18 17:39:48,0.48,-0.03,0.00,[tp 4251.36]
300133281,0,XAUUSD.pc,SELL,0.01,4251.32000,4251.32000,2026.06.18 17:39:48,2026.06.18 17:39:48,1.21,-0.03,0.00,[tp 4251.36]
300177089,0,XAUUSD.pc,BUY,0.01,4244.43000,4244.43000,2026.06.18 17:49:02,2026.06.18 17:49:02,0.00,-0.03,0.00,
300177098,0,XAUUSD.pc,BUY,0.01,4244.45000,4244.45000,2026.06.18 17:49:02,2026.06.18 17:49:02,0.00,-0.03,0.00,
300177137,0,XAUUSD.pc,BUY,0.01,4244.51000,4244.51000,2026.06.18 17:49:04,2026.06.18 17:49:04,0.00,-0.03,0.00,
300177149,0,XAUUSD.pc,BUY,0.01,4244.48000,4244.48000,2026.06.18 17:49:05,2026.06.18 17:49:05,0.00,-0.03,0.00,
300177803,0,XAUUSD.pc,BUY,0.01,4243.37000,4243.37000,2026.06.18 17:49:24,2026.06.18 17:49:24,0.00,-0.03,0.00,
300178415,0,XAUUSD.pc,BUY,0.01,4242.66000,4242.66000,2026.06.18 17:49:28,2026.06.18 17:49:28,0.00,-0.03,0.00,
300180158,0,XAUUSD.pc,BUY,0.01,4244.76000,4244.76000,2026.06.18 17:49:55,2026.06.18 17:49:55,0.00,-0.03,0.00,
300181311,0,XAUUSD.pc,BUY,0.01,4242.45000,4242.45000,2026.06.18 17:50:04,2026.06.18 17:50:04,0.00,-0.03,0.00,
300186712,0,XAUUSD.pc,BUY,0.01,4243.16000,4243.16000,2026.06.18 17:51:50,2026.06.18 17:51:50,0.00,-0.03,0.00,
300188061,0,XAUUSD.pc,SELL,0.01,4245.01000,4245.01000,2026.06.18 17:52:18,2026.06.18 17:52:18,0.58,-0.03,0.00,[tp 4244.95]
300188071,0,XAUUSD.pc,SELL,0.01,4245.01000,4245.01000,2026.06.18 17:52:18,2026.06.18 17:52:18,2.56,-0.03,0.00,[tp 4244.95]
300188076,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,0.52,-0.03,0.00,[tp 4244.95]
300188077,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,0.27,-0.03,0.00,[tp 4244.95]
300188101,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,2.37,-0.03,0.00,[tp 4244.95]
300188106,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,1.66,-0.03,0.00,[tp 4244.95]
300188118,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,1.87,-0.03,0.00,[tp 4244.95]
300188119,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,0.55,-0.03,0.00,[tp 4244.95]
300188124,0,XAUUSD.pc,SELL,0.01,4245.03000,4245.03000,2026.06.18 17:52:18,2026.06.18 17:52:18,0.58,-0.03,0.00,[tp 4244.95]
300192334,0,XAUUSD.pc,BUY,0.01,4245.50000,4245.50000,2026.06.18 17:53:11,2026.06.18 17:53:11,0.00,-0.03,0.00,
300192346,0,XAUUSD.pc,BUY,0.01,4245.54000,4245.54000,2026.06.18 17:53:12,2026.06.18 17:53:12,0.00,-0.03,0.00,
300192358,0,XAUUSD.pc,BUY,0.01,4245.67000,4245.67000,2026.06.18 17:53:13,2026.06.18 17:53:13,0.00,-0.03,0.00,
300192377,0,XAUUSD.pc,BUY,0.01,4245.62000,4245.62000,2026.06.18 17:53:15,2026.06.18 17:53:15,0.00,-0.03,0.00,
300192563,0,XAUUSD.pc,BUY,0.01,4245.74000,4245.74000,2026.06.18 17:53:24,2026.06.18 17:53:24,0.00,-0.03,0.00,
300195954,0,XAUUSD.pc,SELL,0.01,4247.47000,4247.47000,2026.06.18 17:54:56,2026.06.18 17:54:56,1.97,-0.03,0.00,[tp 4247.24]
300195972,0,XAUUSD.pc,SELL,0.01,4247.47000,4247.47000,2026.06.18 17:54:56,2026.06.18 17:54:56,1.73,-0.03,0.00,[tp 4247.24]
300195989,0,XAUUSD.pc,SELL,0.01,4247.47000,4247.47000,2026.06.18 17:54:56,2026.06.18 17:54:56,1.80,-0.03,0.00,[tp 4247.24]
300196009,0,XAUUSD.pc,SELL,0.01,4247.49000,4247.49000,2026.06.18 17:54:56,2026.06.18 17:54:56,1.87,-0.03,0.00,[tp 4247.24]
300196011,0,XAUUSD.pc,SELL,0.01,4247.49000,4247.49000,2026.06.18 17:54:56,2026.06.18 17:54:56,1.95,-0.03,0.00,[tp 4247.24]
300295214,0,XAUUSD.pc,BUY,0.01,4242.67000,4242.67000,2026.06.18 18:23:25,2026.06.18 18:23:25,0.00,-0.03,0.00,
300295265,0,XAUUSD.pc,BUY,0.01,4242.62000,4242.62000,2026.06.18 18:23:26,2026.06.18 18:23:26,0.00,-0.03,0.00,
300295274,0,XAUUSD.pc,BUY,0.01,4242.55000,4242.55000,2026.06.18 18:23:27,2026.06.18 18:23:27,0.00,-0.03,0.00,
300295288,0,XAUUSD.pc,BUY,0.01,4242.60000,4242.60000,2026.06.18 18:23:29,2026.06.18 18:23:29,0.00,-0.03,0.00,
300295297,0,XAUUSD.pc,BUY,0.01,4242.52000,4242.52000,2026.06.18 18:23:31,2026.06.18 18:23:31,0.00,-0.03,0.00,
300296272,0,XAUUSD.pc,SELL,0.01,4244.27000,4244.27000,2026.06.18 18:23:38,2026.06.18 18:23:38,1.60,-0.03,0.00,[tp 4244.22]
300296306,0,XAUUSD.pc,SELL,0.01,4244.28000,4244.28000,2026.06.18 18:23:38,2026.06.18 18:23:38,1.76,-0.03,0.00,[tp 4244.22]
300296314,0,XAUUSD.pc,SELL,0.01,4244.28000,4244.28000,2026.06.18 18:23:38,2026.06.18 18:23:38,1.66,-0.03,0.00,[tp 4244.22]
300296324,0,XAUUSD.pc,SELL,0.01,4244.28000,4244.28000,2026.06.18 18:23:38,2026.06.18 18:23:38,1.73,-0.03,0.00,[tp 4244.22]
300296326,0,XAUUSD.pc,SELL,0.01,4244.28000,4244.28000,2026.06.18 18:23:38,2026.06.18 18:23:38,1.68,-0.03,0.00,[tp 4244.22]
300391201,0,XAUUSD.pc,BUY,0.01,4227.98000,4227.98000,2026.06.18 18:39:53,2026.06.18 18:39:53,0.00,-0.03,0.00,
300391465,0,XAUUSD.pc,BUY,0.01,4227.71000,4227.71000,2026.06.18 18:40:02,2026.06.18 18:40:02,0.00,-0.03,0.00,
300391488,0,XAUUSD.pc,BUY,0.01,4227.71000,4227.71000,2026.06.18 18:40:03,2026.06.18 18:40:03,0.00,-0.03,0.00,
300393760,0,XAUUSD.pc,SELL,0.01,4229.64000,4229.64000,2026.06.18 18:40:22,2026.06.18 18:40:22,1.66,-0.03,0.00,[tp 4229.50]
300393762,0,XAUUSD.pc,SELL,0.01,4229.64000,4229.64000,2026.06.18 18:40:22,2026.06.18 18:40:22,1.93,-0.03,0.00,[tp 4229.50]
300393763,0,XAUUSD.pc,SELL,0.01,4229.64000,4229.64000,2026.06.18 18:40:22,2026.06.18 18:40:22,1.93,-0.03,0.00,[tp 4229.50]
300433102,0,XAUUSD.pc,BUY,0.01,4227.92000,4227.92000,2026.06.18 18:50:15,2026.06.18 18:50:15,0.00,-0.03,0.00,
300433257,0,XAUUSD.pc,BUY,0.01,4228.21000,4228.21000,2026.06.18 18:50:16,2026.06.18 18:50:16,0.00,-0.03,0.00,
300433449,0,XAUUSD.pc,BUY,0.01,4228.31000,4228.31000,2026.06.18 18:50:17,2026.06.18 18:50:17,0.00,-0.03,0.00,
300433605,0,XAUUSD.pc,BUY,0.01,4228.20000,4228.20000,2026.06.18 18:50:21,2026.06.18 18:50:21,0.00,-0.03,0.00,
300436894,0,XAUUSD.pc,BUY,0.01,4226.05000,4226.05000,2026.06.18 18:50:40,2026.06.18 18:50:40,0.00,-0.03,0.00,
300440876,0,XAUUSD.pc,BUY,0.01,4226.73000,4226.73000,2026.06.18 18:51:31,2026.06.18 18:51:31,0.00,-0.03,0.00,
300443260,0,XAUUSD.pc,BUY,0.01,4226.57000,4226.57000,2026.06.18 18:52:45,2026.06.18 18:52:45,0.00,-0.03,0.00,
300445538,0,XAUUSD.pc,BUY,0.01,4225.46000,4225.46000,2026.06.18 18:53:45,2026.06.18 18:53:45,0.00,-0.03,0.00,
300455779,0,XAUUSD.pc,SELL,0.01,4228.29000,4228.29000,2026.06.18 18:55:54,2026.06.18 18:55:54,0.08,-0.03,0.00,[tp 4228.09]
300455796,0,XAUUSD.pc,SELL,0.01,4228.26000,4228.26000,2026.06.18 18:55:54,2026.06.18 18:55:54,2.21,-0.03,0.00,[tp 4228.09]
300455878,0,XAUUSD.pc,SELL,0.01,4228.24000,4228.24000,2026.06.18 18:55:54,2026.06.18 18:55:54,0.04,-0.03,0.00,[tp 4228.09]
300455883,0,XAUUSD.pc,SELL,0.01,4228.24000,4228.24000,2026.06.18 18:55:54,2026.06.18 18:55:54,0.32,-0.03,0.00,[tp 4228.09]
300455908,0,XAUUSD.pc,SELL,0.01,4228.24000,4228.24000,2026.06.18 18:55:54,2026.06.18 18:55:54,2.78,-0.03,0.00,[tp 4228.09]
300455937,0,XAUUSD.pc,SELL,0.01,4228.24000,4228.24000,2026.06.18 18:55:54,2026.06.18 18:55:54,1.51,-0.03,0.00,[tp 4228.09]
300455968,0,XAUUSD.pc,SELL,0.01,4228.22000,4228.22000,2026.06.18 18:55:54,2026.06.18 18:55:54,-0.09,-0.03,0.00,[tp 4228.09]
300455990,0,XAUUSD.pc,SELL,0.01,4228.22000,4228.22000,2026.06.18 18:55:54,2026.06.18 18:55:54,1.65,-0.03,0.00,[tp 4228.09]
300481672,0,XAUUSD.pc,BUY,0.01,4226.65000,4226.65000,2026.06.18 19:04:11,2026.06.18 19:04:11,0.00,-0.03,0.00,
300481685,0,XAUUSD.pc,BUY,0.01,4226.51000,4226.51000,2026.06.18 19:04:12,2026.06.18 19:04:12,0.00,-0.03,0.00,
300481690,0,XAUUSD.pc,BUY,0.01,4227.18000,4227.18000,2026.06.18 19:04:14,2026.06.18 19:04:14,0.00,-0.03,0.00,
300481915,0,XAUUSD.pc,BUY,0.01,4227.51000,4227.51000,2026.06.18 19:04:18,2026.06.18 19:04:18,0.00,-0.03,0.00,
300483081,0,XAUUSD.pc,BUY,0.01,4226.77000,4226.77000,2026.06.18 19:05:13,2026.06.18 19:05:13,0.00,-0.03,0.00,
300484212,0,XAUUSD.pc,SELL,0.01,4228.68000,4228.68000,2026.06.18 19:06:08,2026.06.18 19:06:08,2.17,-0.03,0.00,[tp 4228.35]
300484257,0,XAUUSD.pc,SELL,0.01,4228.68000,4228.68000,2026.06.18 19:06:08,2026.06.18 19:06:08,1.91,-0.03,0.00,[tp 4228.35]
300484281,0,XAUUSD.pc,SELL,0.01,4228.68000,4228.68000,2026.06.18 19:06:08,2026.06.18 19:06:08,1.17,-0.03,0.00,[tp 4228.35]
300484312,0,XAUUSD.pc,SELL,0.01,4228.63000,4228.63000,2026.06.18 19:06:08,2026.06.18 19:06:08,1.98,-0.03,0.00,[tp 4228.35]
300484416,0,XAUUSD.pc,SELL,0.01,4228.63000,4228.63000,2026.06.18 19:06:08,2026.06.18 19:06:08,1.45,-0.03,0.00,[tp 4228.35]
300814043,168168,XAUUSD.pc,SELL,0.01,4213.97000,4213.97000,2026.06.18 22:02:37,2026.06.18 22:02:37,0.00,-0.03,0.00,Volatility Rider Sell
301214969,168168,XAUUSD.pc,BUY,0.01,4190.60000,4190.60000,2026.06.19 03:53:35,2026.06.19 03:53:35,23.37,-0.03,0.00,
301275974,168168,XAUUSD.pc,SELL,0.01,4184.43000,4184.43000,2026.06.19 04:18:34,2026.06.19 04:18:34,0.00,-0.03,0.00,Volatility Rider Sell
301809327,111,XAUUSD.pc,SELL,0.02,4141.25000,4141.25000,2026.06.19 07:35:21,2026.06.19 07:35:21,0.00,-0.06,0.00,RangeBreakout SellStop
302449700,168168,XAUUSD.pc,BUY,0.01,4152.62000,4152.62000,2026.06.19 10:49:32,2026.06.19 10:49:32,31.81,-0.03,0.00,
303133836,0,XAUUSD.pc,SELL,0.01,4152.58000,4152.58000,2026.06.19 15:32:43,2026.06.19 15:32:43,0.00,-0.03,0.00,
303245451,0,XAUUSD.pc,SELL,0.01,4174.90000,4174.90000,2026.06.19 15:56:18,2026.06.19 15:56:18,0.00,-0.03,0.00,
303246024,0,XAUUSD.pc,SELL,0.01,4173.74000,4173.74000,2026.06.19 15:56:22,2026.06.19 15:56:22,0.00,-0.03,0.00,
303249069,0,XAUUSD.pc,SELL,0.01,4176.89000,4176.89000,2026.06.19 15:56:37,2026.06.19 15:56:37,0.00,-0.03,0.00,
303256327,0,XAUUSD.pc,SELL,0.01,4174.48000,4174.48000,2026.06.19 15:58:17,2026.06.19 15:58:17,0.00,-0.03,0.00,
303271930,0,XAUUSD.pc,SELL,0.01,4180.79000,4180.79000,2026.06.19 16:01:13,2026.06.19 16:01:13,0.00,-0.03,0.00,
303297527,0,XAUUSD.pc,BUY,0.01,4165.55000,4165.55000,2026.06.19 16:04:08,2026.06.19 16:04:08,11.34,-0.03,0.00,
303297528,0,XAUUSD.pc,BUY,0.01,4165.55000,4165.55000,2026.06.19 16:04:08,2026.06.19 16:04:08,8.93,-0.03,0.00,
303297529,111,XAUUSD.pc,BUY,0.02,4165.55000,4165.55000,2026.06.19 16:04:08,2026.06.19 16:04:08,-48.60,-0.06,0.00,
303297531,0,XAUUSD.pc,BUY,0.01,4165.46000,4165.46000,2026.06.19 16:04:08,2026.06.19 16:04:08,15.33,-0.03,0.00,
303297532,0,XAUUSD.pc,BUY,0.01,4165.46000,4165.46000,2026.06.19 16:04:08,2026.06.19 16:04:08,8.28,-0.03,0.00,
303297533,0,XAUUSD.pc,BUY,0.01,4165.46000,4165.46000,2026.06.19 16:04:08,2026.06.19 16:04:08,9.44,-0.03,0.00,
303297534,0,XAUUSD.pc,BUY,0.01,4165.45000,4165.45000,2026.06.19 16:04:08,2026.06.19 16:04:08,-12.87,-0.03,0.00,
303310641,0,XAUUSD.pc,SELL,0.01,4172.05000,4172.05000,2026.06.19 16:07:14,2026.06.19 16:07:14,0.00,-0.03,0.00,
303310711,0,XAUUSD.pc,SELL,0.01,4172.35000,4172.35000,2026.06.19 16:07:16,2026.06.19 16:07:16,0.00,-0.03,0.00,
303311668,0,XAUUSD.pc,SELL,0.01,4173.07000,4173.07000,2026.06.19 16:07:30,2026.06.19 16:07:30,0.00,-0.03,0.00,
303322696,0,XAUUSD.pc,SELL,0.01,4179.46000,4179.46000,2026.06.19 16:09:32,2026.06.19 16:09:32,0.00,-0.03,0.00,
303322755,0,XAUUSD.pc,SELL,0.01,4179.59000,4179.59000,2026.06.19 16:09:34,2026.06.19 16:09:34,0.00,-0.03,0.00,
303330536,0,XAUUSD.pc,SELL,0.01,4178.36000,4178.36000,2026.06.19 16:10:58,2026.06.19 16:10:58,0.00,-0.03,0.00,
303335960,0,XAUUSD.pc,BUY,0.01,4174.01000,4174.01000,2026.06.19 16:11:57,2026.06.19 16:11:57,5.58,-0.03,0.00,[tp 4174.12]
303336019,0,XAUUSD.pc,BUY,0.01,4174.03000,4174.03000,2026.06.19 16:11:57,2026.06.19 16:11:57,-0.96,-0.03,0.00,[tp 4174.12]
303336023,0,XAUUSD.pc,BUY,0.01,4174.03000,4174.03000,2026.06.19 16:11:57,2026.06.19 16:11:57,4.33,-0.03,0.00,[tp 4174.12]
303336079,0,XAUUSD.pc,BUY,0.01,4174.03000,4174.03000,2026.06.19 16:11:57,2026.06.19 16:11:57,-1.98,-0.03,0.00,[tp 4174.12]
303336197,0,XAUUSD.pc,BUY,0.01,4174.21000,4174.21000,2026.06.19 16:11:57,2026.06.19 16:11:57,-1.86,-0.03,0.00,[tp 4174.12]
303336219,0,XAUUSD.pc,BUY,0.01,4174.21000,4174.21000,2026.06.19 16:11:57,2026.06.19 16:11:57,5.25,-0.03,0.00,[tp 4174.12]
303382894,0,XAUUSD.pc,BUY,0.01,4166.60000,4166.60000,2026.06.19 16:26:55,2026.06.19 16:26:55,0.00,-0.03,0.00,
303383023,0,XAUUSD.pc,BUY,0.01,4166.82000,4166.82000,2026.06.19 16:26:56,2026.06.19 16:26:56,0.00,-0.03,0.00,
303383154,0,XAUUSD.pc,BUY,0.01,4166.86000,4166.86000,2026.06.19 16:26:57,2026.06.19 16:26:57,0.00,-0.03,0.00,
303383218,0,XAUUSD.pc,BUY,0.01,4166.58000,4166.58000,2026.06.19 16:27:00,2026.06.19 16:27:00,0.00,-0.03,0.00,
303383466,0,XAUUSD.pc,BUY,0.01,4165.47000,4165.47000,2026.06.19 16:27:03,2026.06.19 16:27:03,0.00,-0.03,0.00,
303383542,0,XAUUSD.pc,BUY,0.01,4165.10000,4165.10000,2026.06.19 16:27:07,2026.06.19 16:27:07,0.00,-0.03,0.00,
303384597,0,XAUUSD.pc,BUY,0.01,4164.32000,4164.32000,2026.06.19 16:27:17,2026.06.19 16:27:17,0.00,-0.03,0.00,
303393937,0,XAUUSD.pc,BUY,0.01,4166.00000,4166.00000,2026.06.19 16:30:51,2026.06.19 16:30:51,0.00,-0.03,0.00,
303394065,0,XAUUSD.pc,BUY,0.01,4166.53000,4166.53000,2026.06.19 16:30:53,2026.06.19 16:30:53,0.00,-0.03,0.00,
303411732,0,XAUUSD.pc,BUY,0.01,4161.57000,4161.57000,2026.06.19 16:38:26,2026.06.19 16:38:26,0.00,-0.03,0.00,
303422284,0,XAUUSD.pc,BUY,0.01,4161.28000,4161.28000,2026.06.19 16:43:00,2026.06.19 16:43:00,0.00,-0.03,0.00,
303429706,0,XAUUSD.pc,BUY,0.01,4158.12000,4158.12000,2026.06.19 16:45:10,2026.06.19 16:45:10,0.00,-0.03,0.00,
303432979,0,XAUUSD.pc,BUY,0.01,4160.08000,4160.08000,2026.06.19 16:46:53,2026.06.19 16:46:53,0.00,-0.03,0.00,
303441558,0,XAUUSD.pc,BUY,0.01,4156.26000,4156.26000,2026.06.19 16:49:04,2026.06.19 16:49:04,0.00,-0.03,0.00,
303459172,0,XAUUSD.pc,BUY,0.01,4156.62000,4156.62000,2026.06.19 16:57:40,2026.06.19 16:57:40,0.00,-0.03,0.00,
303476526,0,XAUUSD.pc,BUY,0.01,4150.27000,4150.27000,2026.06.19 17:00:49,2026.06.19 17:00:49,0.00,-0.03,0.00,
303476560,0,XAUUSD.pc,BUY,0.01,4150.04000,4150.04000,2026.06.19 17:00:50,2026.06.19 17:00:50,0.00,-0.03,0.00,
303515786,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-20.66,-0.03,0.00,
303515788,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-21.26,-0.03,0.00,
303515790,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-10.92,-0.03,0.00,
303515792,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-12.78,-0.03,0.00,
303515793,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-18.98,-0.03,0.00,
303515794,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-21.24,-0.03,0.00,
303515796,0,XAUUSD.pc,SELL,0.01,4145.32000,4145.32000,2026.06.19 17:18:08,2026.06.19 17:18:08,-19.78,-0.03,0.00,
303515797,0,XAUUSD.pc,SELL,0.01,4145.32000,4145.32000,2026.06.19 17:18:08,2026.06.19 17:18:08,-14.76,-0.03,0.00,
303515798,0,XAUUSD.pc,SELL,0.01,4145.32000,4145.32000,2026.06.19 17:18:08,2026.06.19 17:18:08,-20.15,-0.03,0.00,
303515801,0,XAUUSD.pc,SELL,0.01,4145.32000,4145.32000,2026.06.19 17:18:08,2026.06.19 17:18:08,-21.54,-0.03,0.00,
303515802,0,XAUUSD.pc,SELL,0.01,4145.32000,4145.32000,2026.06.19 17:18:08,2026.06.19 17:18:08,-21.50,-0.03,0.00,
303515804,0,XAUUSD.pc,SELL,0.01,4145.32000,4145.32000,2026.06.19 17:18:08,2026.06.19 17:18:08,-15.96,-0.03,0.00,
303515805,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-21.19,-0.03,0.00,
303515807,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-16.23,-0.03,0.00,
303515811,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-11.28,-0.03,0.00,
303515812,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-4.93,-0.03,0.00,
303515813,0,XAUUSD.pc,SELL,0.01,4145.34000,4145.34000,2026.06.19 17:18:08,2026.06.19 17:18:08,-4.70,-0.03,0.00,
303546594,0,XAUUSD.pc,BUY,0.01,4148.21000,4148.21000,2026.06.19 17:31:44,2026.06.19 17:31:44,0.00,-0.03,0.00,
303546613,0,XAUUSD.pc,BUY,0.01,4148.25000,4148.25000,2026.06.19 17:31:45,2026.06.19 17:31:45,0.00,-0.03,0.00,
303546703,0,XAUUSD.pc,BUY,0.01,4148.31000,4148.31000,2026.06.19 17:31:49,2026.06.19 17:31:49,0.00,-0.03,0.00,
303546722,0,XAUUSD.pc,BUY,0.01,4148.28000,4148.28000,2026.06.19 17:31:51,2026.06.19 17:31:51,0.00,-0.03,0.00,
303546761,0,XAUUSD.pc,BUY,0.01,4148.47000,4148.47000,2026.06.19 17:31:54,2026.06.19 17:31:54,0.00,-0.03,0.00,
303552262,0,XAUUSD.pc,BUY,0.01,4146.58000,4146.58000,2026.06.19 17:35:34,2026.06.19 17:35:34,0.00,-0.03,0.00,
303552334,0,XAUUSD.pc,BUY,0.01,4146.61000,4146.61000,2026.06.19 17:35:42,2026.06.19 17:35:42,0.00,-0.03,0.00,
303556492,0,XAUUSD.pc,BUY,0.01,4149.00000,4149.00000,2026.06.19 17:38:55,2026.06.19 17:38:55,0.00,-0.03,0.00,
303568118,0,XAUUSD.pc,BUY,0.01,4144.59000,4144.59000,2026.06.19 17:44:09,2026.06.19 17:44:09,0.00,-0.03,0.00,
303568411,0,XAUUSD.pc,BUY,0.01,4145.16000,4145.16000,2026.06.19 17:44:13,2026.06.19 17:44:13,0.00,-0.03,0.00,
303581339,0,XAUUSD.pc,BUY,0.01,4146.33000,4146.33000,2026.06.19 17:51:12,2026.06.19 17:51:12,0.00,-0.03,0.00,
303589544,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,1.75,-0.03,0.00,
303589545,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,5.41,-0.03,0.00,
303589547,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,1.79,-0.03,0.00,
303589548,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,1.00,-0.03,0.00,
303589549,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,4.84,-0.03,0.00,
303589551,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,1.69,-0.03,0.00,
303589552,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,3.42,-0.03,0.00,
303589555,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,3.39,-0.03,0.00,
303589559,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,3.67,-0.03,0.00,
303589561,0,XAUUSD.pc,SELL,0.01,4150.00000,4150.00000,2026.06.19 17:55:01,2026.06.19 17:55:01,1.72,-0.03,0.00,
303589562,0,XAUUSD.pc,SELL,0.01,4149.95000,4149.95000,2026.06.19 17:55:01,2026.06.19 17:55:01,1.48,-0.03,0.00,
303590782,0,XAUUSD.pc,BUY,0.01,4148.94000,4148.94000,2026.06.19 17:55:29,2026.06.19 17:55:29,0.00,-0.03,0.00,
303590898,0,XAUUSD.pc,BUY,0.01,4148.45000,4148.45000,2026.06.19 17:55:30,2026.06.19 17:55:30,0.00,-0.03,0.00,
303591122,0,XAUUSD.pc,BUY,0.01,4148.59000,4148.59000,2026.06.19 17:55:32,2026.06.19 17:55:32,0.00,-0.03,0.00,
303591153,0,XAUUSD.pc,BUY,0.01,4148.59000,4148.59000,2026.06.19 17:55:34,2026.06.19 17:55:34,0.00,-0.03,0.00,
303601320,0,XAUUSD.pc,BUY,0.01,4150.23000,4150.23000,2026.06.19 18:00:46,2026.06.19 18:00:46,0.00,-0.03,0.00,
303601380,0,XAUUSD.pc,BUY,0.01,4150.13000,4150.13000,2026.06.19 18:00:47,2026.06.19 18:00:47,0.00,-0.03,0.00,
303601438,0,XAUUSD.pc,BUY,0.01,4150.36000,4150.36000,2026.06.19 18:00:49,2026.06.19 18:00:49,0.00,-0.03,0.00,
303601662,0,XAUUSD.pc,BUY,0.01,4150.79000,4150.79000,2026.06.19 18:00:52,2026.06.19 18:00:52,0.00,-0.03,0.00,
303602771,0,XAUUSD.pc,BUY,0.01,4150.71000,4150.71000,2026.06.19 18:01:16,2026.06.19 18:01:16,0.00,-0.03,0.00,
303602819,0,XAUUSD.pc,BUY,0.01,4150.53000,4150.53000,2026.06.19 18:01:18,2026.06.19 18:01:18,0.00,-0.03,0.00,
